minimum_temperature,maximum_temperature,crop_evapotranspiration,potential_evapotranspiration,vapour_pressure,wet_day_frequency,average_temperature,rainfall,cloud_cover,district
20.761,30.867,3.97,5.67,21.955,1.244,25.787,21.577,31.088,cluster_4
21.52,31.815,4.48,6.2,22.862,2.821,26.645,14.317,28.502,cluster_4
22.209,32.167,4.84,6.54,24.524,2.251,27.172,31.208,30.645,cluster_4
24.039,33.322,5.07,6.45,27.152,4.4,28.646,152.602,43.396,cluster_4
23.519,31.839,4.74,6.05,28.16,6.528,27.652,215.752,53.396,cluster_4
22.707,29.717,4.19,5.14,27.919,19.509,26.195,524.981,73.19800000000002,cluster_4
22.464,29.171,4.07,4.91,27.339,14.336,25.794,357.626,78.635,cluster_4
22.649,29.268,4.06,5.0,27.22,9.995,25.95300000000001,198.971,72.273,cluster_4
22.707,29.992,4.17,5.24,26.97300000000001,13.01,26.309,295.498,64.404,cluster_4
22.277,29.97,3.98,5.14,26.851,8.651,26.104,156.861,61.163,cluster_4
21.309,29.309,3.62,4.94,25.706,8.934,25.284,235.226,53.26300000000001,cluster_4
19.797,28.81,3.53,5.09,22.287,3.085,24.286,38.231,41.088,cluster_4
19.582,29.686,3.87,5.6,21.77,2.101,24.607,34.256,31.088,cluster_4
20.285,30.58,4.34,6.09,22.549,1.771,25.409,6.98,28.502,cluster_4
22.656,32.617,4.9,6.52,25.164,2.624,27.637,80.285,30.645,cluster_4
24.108,33.391,5.08,6.46,27.124,3.935,28.716,78.62,43.396,cluster_4
24.127,32.431999999999995,4.79,6.07,28.13,6.725,28.253,200.446,53.396,cluster_4
23.311,30.304,4.24,5.21,27.919,16.194000000000006,26.783,459.06,73.19800000000002,cluster_4
22.205,28.914,4.04,4.89,27.316,21.621,25.536,850.572,78.635,cluster_4
23.238000000000003,29.844,4.11,5.02,28.303,12.16,26.531,267.312,72.273,cluster_4
22.08,29.398000000000003,4.12,5.25,26.97300000000001,8.642999999999999,25.716,204.457,64.404,cluster_4
21.94400000000001,29.657,3.97,5.1,26.844,14.625,25.79300000000001,425.638,61.163,cluster_4
21.516,29.517,3.63,4.93,25.501,5.3610000000000015,25.491,120.381,53.26300000000001,cluster_4
20.741,29.744,3.61,5.1,23.342,4.1960000000000015,25.221,153.379,41.088,cluster_4
20.546,30.667,3.98,5.64,21.932,0.883,25.586,3.1180000000000003,31.088,cluster_4
21.089,31.384,4.44,6.16,22.992,1.581,26.213,2.7880000000000003,28.502,cluster_4
22.86,32.818000000000005,4.93,6.55,24.582,0.253,27.838,0.253,30.645,cluster_4
24.162,33.431,5.09,6.47,27.323,3.403,28.756,49.31100000000001,43.396,cluster_4
23.588,31.894,4.74,6.03,28.143,8.499,27.708,373.38,53.396,cluster_4
23.164,30.173,4.22,5.18,27.919,15.314,26.653,439.518,73.19800000000002,cluster_4
21.969,28.68,4.03,4.9,27.339,18.184,25.301,610.499,78.635,cluster_4
22.428,29.017,4.04,4.98,27.22,19.623,25.704,372.362,72.273,cluster_4
21.837,29.146,4.12,5.23,26.97300000000001,12.948,25.463,290.835,64.404,cluster_4
21.79300000000001,29.487,3.94,5.11,26.865,11.888,25.623,212.912,61.163,cluster_4
20.682,28.682,3.56,4.93,24.736,8.811,24.657,236.203,53.26300000000001,cluster_4
19.373,28.363000000000003,3.48,5.06,22.007,3.5610000000000004,23.838,69.335,41.088,cluster_4
18.947,29.052,3.8,5.59,20.661,1.6669999999999998,23.97300000000001,54.966,31.088,cluster_4
19.731,30.025,4.29,6.08,21.829,0.265,24.856,0.279,28.502,cluster_4
21.672,31.634,4.81,6.47,23.844,0.645,26.655,0.682,30.645,cluster_4
23.563,32.848,5.01,6.45,27.253,3.948,28.172,33.861999999999995,43.396,cluster_4
22.926,31.245,4.68,6.04,27.1,7.463999999999999,27.06,200.417,53.396,cluster_4
21.701,28.71,4.09,5.11,26.503,19.531,25.188,539.214,73.19800000000002,cluster_4
21.393,28.101,3.96,4.84,27.32800000000001,18.258,24.725,434.281,78.635,cluster_4
22.437,29.027,4.03,4.95,27.152,12.306,25.713,188.162,72.273,cluster_4
22.359,29.666,4.15,5.24,26.97300000000001,7.462999999999999,25.984,130.279,64.404,cluster_4
22.254,29.947,3.98,5.13,26.865,10.019,26.081,238.336,61.163,cluster_4
21.007,29.007,3.59,4.94,25.349,1.565,24.983,13.088,53.26300000000001,cluster_4
19.956,28.945,3.54,5.09,23.342,1.875,24.421,7.767,41.088,cluster_4
19.642,29.777,3.89,5.6,21.858,0.737,24.7,0.7490000000000001,31.088,cluster_4
20.869,31.165,4.4,6.13,22.898000000000003,1.193,25.992,31.131,28.502,cluster_4
22.389,32.336,4.86,6.53,24.559,1.824,27.37,2.984,30.645,cluster_4
23.344,32.615,5.0,6.44,26.705,4.59,27.976,103.697,43.396,cluster_4
23.548,31.853,4.74,6.02,28.174,7.631,27.667,170.114,53.396,cluster_4
22.976,29.956,4.2,5.16,27.931,18.689,26.435,654.4159999999998,73.19800000000002,cluster_4
22.609,29.317,4.08,4.93,28.433000000000003,11.917,25.939,302.605,78.635,cluster_4
22.679,29.298,4.06,5.0,27.22,16.349,25.985,200.862,72.273,cluster_4
22.63,29.95,4.19,5.26,27.003,7.891,26.267,131.109,64.404,cluster_4
22.13,29.821,3.97,5.11,26.844,12.421,25.958,305.663,61.163,cluster_4
21.701,29.702,3.66,4.94,25.706,5.063,25.676,75.385,53.26300000000001,cluster_4
19.867,28.879,3.54,5.09,22.097,0.482,24.356,0.482,41.088,cluster_4
20.428,30.534,3.95,5.62,21.955,1.727,25.45300000000001,15.915,31.088,cluster_4
21.056,31.352,4.44,6.18,22.639,1.195,26.18,13.27,28.502,cluster_4
22.247,32.195,4.86,6.49,24.97,2.354,27.216,21.439,30.645,cluster_4
24.812,34.11,5.15,6.48,27.323,3.0410000000000004,29.436,37.028,43.396,cluster_4
24.299,32.604,4.81,6.1,28.196,5.8,28.432,125.253,53.396,cluster_4
22.662,29.671,4.17,5.17,27.919,18.381,26.148000000000003,439.81,73.19800000000002,cluster_4
21.824,28.547,4.02,4.89,27.339,17.27,25.171,460.175,78.635,cluster_4
22.31,28.9,4.01,4.96,27.22,19.889,25.585,645.982,72.273,cluster_4
21.886,29.172,4.11,5.21,26.97300000000001,8.126,25.489,98.831,64.404,cluster_4
22.1,29.791,3.96,5.1,26.844,11.175,25.928,213.733,61.163,cluster_4
21.374,29.375,3.63,4.94,25.706,6.1720000000000015,25.34800000000001,128.326,53.26300000000001,cluster_4
20.181,29.17,3.55,5.1,22.716,3.957,24.647,48.874,41.088,cluster_4
