minimum_temperature,maximum_temperature,crop_evapotranspiration,potential_evapotranspiration,vapour_pressure,wet_day_frequency,average_temperature,rainfall,cloud_cover,district
18.516,30.345,4.07,5.94,19.4,1.001,24.399,4.897,27.801,cluster_3
19.098,31.975,4.79,6.7,19.022,2.1,25.517,13.107,23.946,cluster_3
19.949,33.216,5.51,7.35,20.177,0.157,26.552,0.381,25.246,cluster_3
22.803,35.157,5.92,7.44,23.972,1.641,28.982,33.478,36.567,cluster_3
22.268,33.959,5.73,7.2,25.469,4.33,28.106,119.632,47.746,cluster_3
22.07800000000001,31.752,5.07,6.15,25.149,2.985,26.905,39.976,70.249,cluster_3
21.607,30.604,4.8,5.72,24.885,4.032,26.072,44.701,79.384,cluster_3
21.523000000000003,30.577,4.8,5.78,25.117,3.97,26.013,58.222,72.292,cluster_3
21.76,31.399,4.82,5.98,25.082,7.987,26.561,198.08,64.071,cluster_3
21.103,30.253,4.24,5.52,24.559,6.303,25.666,164.28400000000005,59.377,cluster_3
19.637,29.019,3.74,5.28,22.452,5.171,24.303,103.602,48.526,cluster_3
17.266,27.407,3.47,5.2,19.826,2.448,22.308000000000003,47.551,38.465,cluster_3
17.023,28.852,3.94,5.82,18.823,1.325,22.908,13.433,27.801,cluster_3
17.557000000000002,30.427,4.63,6.58,18.296,1.124,23.969,3.144,23.946,cluster_3
20.668000000000006,33.936,5.58,7.35,20.819000000000006,1.2819999999999998,27.285,9.627,25.246,cluster_3
22.684,35.019,5.88,7.43,23.965,2.225,28.85,46.12,36.567,cluster_3
22.884,34.558,5.8,7.21,25.65,6.313,28.732,140.61700000000002,47.746,cluster_3
22.688,32.315,5.12,6.17,25.208,2.987,27.5,90.02600000000002,70.249,cluster_3
21.943,30.924,4.82,5.72,24.885,5.665,26.395,45.737,79.384,cluster_3
22.211,31.261,4.86,5.88,26.327,5.0680000000000005,26.699,142.173,72.292,cluster_3
20.818,30.425,4.72,5.96,25.082,6.772,25.585,108.83,64.071,cluster_3
20.431,29.591,4.18,5.48,24.559,10.487,25.007,252.428,59.377,cluster_3
19.408,28.811,3.73,5.23,22.012,4.2010000000000005,24.097,43.916,48.526,cluster_3
18.386,28.526,3.59,5.23,20.307,4.319,23.427,59.69,38.465,cluster_3
17.745,29.551,4.0,5.85,18.823,0.18,23.606,0.22,27.801,cluster_3
18.81,31.672,4.76,6.63,19.05,0.187,25.214,0.396,23.946,cluster_3
20.994,34.259,5.62,7.39,20.651,0.0,27.595,0.0,25.246,cluster_3
22.898000000000003,35.249,5.91,7.47,24.059,1.328,29.079,8.021,36.567,cluster_3
22.434,34.104,5.73,7.22,25.612,8.795,28.273000000000003,135.112,47.746,cluster_3
22.216,31.854,5.07,6.15,25.149,3.304,27.037,87.73899999999998,70.249,cluster_3
21.631,30.607,4.8,5.72,24.888,5.83,26.077,54.49100000000001,79.384,cluster_3
21.266,30.333,4.77,5.82,25.117,6.369,25.772,141.17600000000004,72.292,cluster_3
20.746,30.344,4.7,5.92,25.082,8.915,25.503,269.42400000000004,64.071,cluster_3
20.563,29.714,4.19,5.5,24.559,8.767000000000001,25.127,176.253,59.377,cluster_3
18.476,27.86,3.65,5.22,21.298,7.45,23.145,274.56,48.526,cluster_3
17.098,27.248,3.45,5.18,19.41,3.087,22.15,48.72,38.465,cluster_3
16.512,28.322,3.88,5.79,17.948,1.061,22.378,4.454,27.801,cluster_3
17.384,30.256,4.61,6.56,18.062,0.0,23.799,0.0,23.946,cluster_3
20.128,33.409,5.51,7.31,19.532,0.0,26.744,0.0,25.246,cluster_3
22.782,35.123000000000005,5.9,7.45,24.033,2.347,28.94400000000001,30.384,36.567,cluster_3
21.744,33.45,5.65,7.21,24.045,6.898,27.593000000000004,231.645,47.746,cluster_3
21.148000000000003,30.831,4.96,6.11,24.379,2.929,25.992,38.305,70.249,cluster_3
20.952,29.937,4.73,5.64,24.885,6.652,25.405,96.128,79.384,cluster_3
21.383000000000006,30.462,4.8,5.79,25.117,3.467,25.898000000000003,31.151,72.292,cluster_3
21.352,30.981,4.77,5.95,25.082,4.747,26.14,85.131,64.071,cluster_3
20.996,30.153,4.23,5.51,24.559,7.1960000000000015,25.57,150.162,59.377,cluster_3
