minimum_temperature,maximum_temperature,crop_evapotranspiration,potential_evapotranspiration,vapour_pressure,wet_day_frequency,average_temperature,rainfall,cloud_cover
0.2807094054368368,0.35585292971287513,0.2477064220183486,0.39148936170212756,0.14461738002594007,0.07444064543218765,0.2919228020014293,0.028544972374185948,0.22707198902371054
0.3802878325337984,0.5296868909964921,0.5366972477064221,0.6638297872340426,0.2010376134889753,0.19033051406634277,0.4368834882058614,0.028739016909108857,0.18609669996712833
0.478994039831371,0.6320644406911784,0.7798165137614677,0.8765957446808511,0.34911370514483364,0.09333573270949554,0.5422444603288061,0.03816209186817227,0.20906401406337094
0.8060764646024132,0.8287644536832527,0.9266055045871558,0.8893617021276593,0.6845006485084305,0.1905104672785076,0.811722659042173,0.16739234783674387,0.38397004387657396
0.7432766390463728,0.627906976744186,0.7614678899082566,0.7063829787234042,0.8084738434932989,0.30646032031671766,0.6693352394567545,0.28636717992013533,0.5331932713058641
0.6711731356301788,0.3433805378718981,0.4816513761467891,0.28085106382978725,0.7712926934716818,0.5891668166276768,0.4760543245175122,0.35251253629824303,0.8333261873115237
0.6217473469981102,0.2347667922567236,0.3990825688073393,0.14042553191489363,0.724275832252486,0.48389418751124713,0.3931379556826304,0.2639414189761938,0.9259386299646988
0.6415176624509376,0.26412888138235685,0.4174311926605503,0.2042553191489363,0.7275183744055338,0.35606742247015777,0.41929949964260177,0.1821516475061873,0.8329117180465636
0.6644861171681932,0.39314018448746246,0.4862385321100917,0.32765957446808525,0.7101167315175099,0.5926459120628638,0.4989278055754107,0.36478500205959546,0.7148880218382426
0.5870039249890971,0.3145381317396386,0.3027522935779815,0.19574468085106378,0.6843925637699958,0.43422710095375205,0.42201572551822697,0.18910320786254836,0.6738984407380412
0.4176479139409799,0.18383785890606713,0.10091743119266064,0.08510638297872346,0.5341547773454389,0.4356067422470158,0.2616154395997138,0.3133614981599812,0.5455130129057154
0.13926442796918131,0.04768091464206844,0.02293577981651388,0.11063829787234031,0.20568525724167736,0.18625157459060646,0.05203716940671919,0.057976762315870456,0.37412282582286444
0.0950719581334496,0.19033389632324274,0.19724770642201842,0.348936170212766,0.14061824470384765,0.13190570451682562,0.10993566833452441,0.04008551576696953,0.22707198902371054
0.18403837767117284,0.3544238014810966,0.4678899082568807,0.6170212765957446,0.15088629485516655,0.11349049247195729,0.24403145103645468,0.015487817747925936,0.18609669996712833
0.5628725105393224,0.7052098220085742,0.8027522935779818,0.8723404255319146,0.4198011240812798,0.12122848059504529,0.6225875625446747,0.08314978535951005,0.20906401406337094
0.8036051751708093,0.8264258802130703,0.9266055045871558,0.8851063829787232,0.6739083441418072,0.18427208925679325,0.8072909220872048,0.12447446271791711,0.38397004387657396
