minimum_temperature,maximum_temperature,crop_evapotranspiration,potential_evapotranspiration,vapour_pressure,wet_day_frequency,average_temperature,rainfall,cloud_cover,district
0.4612635791881079,0.6384098986442017,0.4733333333333336,0.6497461928934009,0.3440959409594093,0.109905795032829,0.5350115740740742,0.03810741122859858,0.21214559319958728,cluster_2
0.5847627215551744,0.7649072002106093,0.7400000000000002,0.8426395939086292,0.3925276752767527,0.12372252355124178,0.6668113425925924,0.10769847893299249,0.1783184370244696,cluster_2
0.6027730131503718,0.7439778860076346,0.8866666666666667,0.9543147208121828,0.5177121771217711,0.17202397944618897,0.6627604166666667,0.06660298434400691,0.20925961555279587,cluster_2
0.820040022870212,0.8495458733710689,0.9333333333333336,0.83248730964467,0.7510147601476013,0.25218384242078223,0.8342013888888887,0.22085301451379058,0.4433736204152309,cluster_2
0.8387650085763294,0.7492431222851125,0.7200000000000001,0.6142131979695429,0.8120848708487083,0.2435626605766487,0.7832754629629628,0.17224481887081722,0.5974848267538873,cluster_2
0.747284162378502,0.5720679215479794,0.49333333333333346,0.32994923857868014,0.7529520295202952,0.4367684841564373,0.6430844907407409,0.3251503814990388,0.8274185367218791,cluster_2
0.6528016009148088,0.4883506647360801,0.4733333333333336,0.3147208121827409,0.6859778597785978,0.2805595204110761,0.5480324074074076,0.057936182833988,0.8366711559652282,cluster_2
0.6643796455117212,0.5066473608003158,0.5066666666666668,0.3908629441624365,0.6486162361623615,0.133599771624322,0.5658275462962961,0.13337933871233668,0.734035296381159,cluster_2
0.6506575185820471,0.5337633276293272,0.5333333333333335,0.4517766497461929,0.6531365313653138,0.32023979446188977,0.5719039351851857,0.18113428188266248,0.6601367778496845,cluster_2
0.6212121212121215,0.5423193365802291,0.44666666666666693,0.3807106598984769,0.675092250922509,0.3301170425349701,0.5619212962962964,0.2082751892197839,0.6601367778496845,cluster_2
0.5557461406518011,0.5174410951691457,0.2866666666666668,0.30964467005076135,0.6189114391143912,0.6584070796460176,0.5147569444444445,0.38110470699616034,0.5619960470851626,cluster_2
0.4524013722126932,0.5033565881268923,0.2400000000000002,0.3908629441624365,0.39345018450184477,0.22015415358264345,0.4518229166666669,0.025952812758674025,0.3754044741398912,cluster_2
0.3093196112064038,0.4988811372910362,0.4066666666666669,0.6192893401015229,0.2871771217712177,0.121952612046817,0.3815104166666668,0.15800808040289835,0.21214559319958728,cluster_2
