model_names,parameters,mse_score,rmse_score,mae_score,mdae_score,evs_score,r2_score
multiple_linear_regression,None,0.003664,0.060529,0.04191,0.029317,0.781491,0.781491
polynomial_regression,2,0.00294,0.054225,0.036855,0.024453,0.824632,0.824632
polynomial_regression,3,0.002747,0.052413,0.035303,0.02254,0.836152,0.836152
polynomial_regression,4,0.002544,0.050435,0.034125,0.022049,0.848288,0.848288
decision_tree_regression,2,0.004555,0.067489,0.046944,0.03398,0.728353,0.728353
decision_tree_regression,3,0.00362,0.060168,0.040376,0.026227,0.784087,0.784087
decision_tree_regression,4,0.003152,0.056145,0.03723,0.023607,0.811994,0.811994
decision_tree_regression,5,0.002895,0.053808,0.035877,0.023073,0.827319,0.827319
decision_tree_regression,6,0.002635,0.051335,0.034553,0.022079,0.842826,0.842826
decision_tree_regression,7,0.002367,0.04865,0.032828,0.021155,0.858835,0.858835
support_vector_regression,linear,0.003731,0.061082,0.043625,0.031498,0.778302,0.777479
support_vector_regression,poly,0.004264,0.065298,0.052946,0.047655,0.782335,0.745688
support_vector_regression,rbf,0.004482,0.066945,0.056526,0.055728,0.796237,0.732691
